% Program : PPPBox
% Positioning Mode : static
% Year   Doy      Second        Lat(deg)        Lon(deg)     Height(m)    ZTD(m)  nSat   GDOP    PDOP
2015      19    3750.000    44.519958915    11.646817766       49.9774    2.3749    6  1.9774  1.8110
2015      19    3780.000    44.519958919    11.646817752       49.9767    2.3750    6  1.9782  1.8113
2015      19    3810.000    44.519958923    11.646817739       49.9759    2.3748    5  2.7515  2.4805
2015      19    3840.000    44.519958924    11.646817730       49.9763    2.3748    5  2.7658  2.4922
2015      19    3870.000    44.519958926    11.646817727       49.9769    2.3747    5  2.7801  2.5039
2015      19    3900.000    44.519958925    11.646817728       49.9775    2.3746    5  2.7943  2.5155
2015      19    3930.000    44.519958927    11.646817720       49.9772    2.3745    5  2.8084  2.5271
2015      19    3960.000    44.519958924    11.646817732       49.9781    2.3749    5  2.8225  2.5386
2015      19    3990.000    44.519958925    11.646817727       49.9774    2.3742    5  2.8365  2.5500
2015      19    4020.000    44.519958922    11.646817734       49.9774    2.3741    5  2.8504  2.5613
2015      19    4050.000    44.519958921    11.646817730       49.9773    2.3740    5  2.8642  2.5725
2015      19    4080.000    44.519958921    11.646817727       49.9770    2.3737    5  2.8779  2.5836
2015      19    4110.000    44.519958919    11.646817731       49.9774    2.3736    5  2.8915  2.5946
2015      19    4140.000    44.519958918    11.646817724       49.9773    2.3731    5  2.9049  2.6054
2015      19    4170.000    44.519958918    11.646817721       49.9773    2.3727    5  2.9182  2.6161
2015      19    4200.000    44.519958917    11.646817720       49.9771    2.3725    5  2.9313  2.6266
2015      19    4230.000    44.519958916    11.646817721       49.9773    2.3723    5  2.9442  2.6370
2015      19    4260.000    44.519958912    11.646817732       49.9777    2.3725    5  2.9569  2.6471
2015      19    4290.000    44.519958911    11.646817732       49.9779    2.3724    5  2.9694  2.6571
2015      19    4320.000    44.519958913    11.646817729       49.9774    2.3717    5  2.9818  2.6669
2015      19    4350.000    44.519958916    11.646817720       49.9772    2.3716    5  2.9939  2.6765
2015      19    4380.000    44.519958918    11.646817718       49.9768    2.3713    5  3.0057  2.6859
2015      19    4410.000    44.519958913    11.646817729       49.9772    2.3721    5  3.0173  2.6950
2015      19    4440.000    44.519958914    11.646817728       49.9768    2.3723    5  3.0287  2.7039
2015      19    4470.000    44.519958913    11.646817731       49.9771    2.3729    5  3.0398  2.7126
2015      19    4500.000    44.519958912    11.646817732       49.9769    2.3731    5  3.0506  2.7210
2015      19    4530.000    44.519958908    11.646817744       49.9777    2.3742    5  3.0611  2.7292
2015      19    4560.000    44.519958907    11.646817756       49.9784    2.3749    5  3.0713  2.7371
2015      19    4590.000    44.519958910    11.646817753       49.9788    2.3747    5  3.0812  2.7447
2015      19    4620.000    44.519958911    11.646817751       49.9792    2.3748    5  3.0908  2.7520
2015      19    4650.000    44.519958911    11.646817755       49.9797    2.3755    5  3.1000  2.7590
2015      19    4680.000    44.519958909    11.646817767       49.9808    2.3760    5  3.1089  2.7657
