% Program : PPPBox
% Positioning Mode : static
% Year   Doy      Second        Lat(deg)        Lon(deg)     Height(m)    ZTD(m)  nSat   GDOP    PDOP
2015      19    4950.000    42.556095842    23.394735610     1119.4590    2.1056    5  4.7452  3.8714
2015      19    4980.000    42.556095838    23.394735617     1119.4606    2.1059    6  1.9518  1.7707
2015      19    5010.000    42.556095840    23.394735609     1119.4614    2.1053    6  1.9512  1.7699
2015      19    5040.000    42.556095842    23.394735598     1119.4614    2.1045    6  1.9506  1.7691
2015      19    5070.000    42.556095843    23.394735589     1119.4618    2.1040    5  4.7321  3.8644
2015      19    5100.000    42.556095843    23.394735585     1119.4625    2.1038    5  4.7282  3.8622
2015      19    5130.000    42.556095845    23.394735577     1119.4629    2.1035    6  1.9487  1.7667
2015      19    5160.000    42.556095845    23.394735570     1119.4629    2.1035    6  1.9480  1.7659
2015      19    5190.000    42.556095845    23.394735572     1119.4634    2.1037    5  3.1640  2.7895
2015      19    5220.000    42.556095849    23.394735568     1119.4641    2.1034    5  3.1657  2.7900
2015      19    5250.000    42.556095850    23.394735566     1119.4640    2.1031    5  3.1669  2.7902
2015      19    5280.000    42.556095850    23.394735569     1119.4638    2.1031    5  3.1679  2.7901
2015      19    5310.000    42.556095849    23.394735566     1119.4637    2.1031    5  3.1684  2.7896
2015      19    5340.000    42.556095850    23.394735561     1119.4644    2.1033    5  3.1686  2.7889
2015      19    5370.000    42.556095852    23.394735559     1119.4642    2.1028    5  3.1685  2.7879
2015      19    5400.000    42.556095853    23.394735553     1119.4641    2.1027    6  1.9511  1.7732
2015      19    5430.000    42.556095851    23.394735555     1119.4639    2.1031    6  1.9560  1.7771
2015      19    5460.000    42.556095849    23.394735563     1119.4643    2.1044    6  1.9610  1.7811
2015      19    5490.000    42.556095848    23.394735564     1119.4645    2.1051    6  1.9659  1.7850
2015      19    5520.000    42.556095847    23.394735566     1119.4649    2.1059    6  1.9709  1.7890
2015      19    5550.000    42.556095847    23.394735562     1119.4649    2.1059    6  1.9760  1.7931
2015      19    5580.000    42.556095849    23.394735551     1119.4645    2.1053    6  1.9811  1.7971
2015      19    5610.000    42.556095854    23.394735536     1119.4638    2.1037    5  3.1557  2.7701
2015      19    5640.000    42.556095856    23.394735532     1119.4635    2.1032    5  3.1527  2.7667
2015      19    5670.000    42.556095853    23.394735534     1119.4636    2.1038    6  1.9965  1.8094
2015      19    5700.000    42.556095850    23.394735540     1119.4637    2.1048    6  2.0017  1.8136
2015      19    5730.000    42.556095847    23.394735546     1119.4640    2.1066    6  2.0069  1.8177
2015      19    5760.000    42.556095843    23.394735555     1119.4643    2.1083    6  2.0122  1.8219
2015      19    5790.000    42.556095841    23.394735559     1119.4644    2.1095    6  2.0175  1.8261
2015      19    5820.000    42.556095841    23.394735559     1119.4644    2.1100    6  2.0228  1.8304
2015      19    5850.000    42.556095842    23.394735556     1119.4640    2.1098    6  2.0282  1.8346
2015      19    5880.000    42.556095845    23.394735552     1119.4646    2.1090    6  2.0336  1.8389
2015      19    5910.000    42.556095844    23.394735554     1119.4656    2.1087    6  2.0390  1.8432
2015      19    5940.000    42.556095843    23.394735554     1119.4668    2.1088    6  2.0444  1.8476
2015      19    5970.000    42.556095840    23.394735558     1119.4683    2.1096    6  2.0499  1.8519
2015      19    6000.000    42.556095836    23.394735569     1119.4695    2.1105    6  2.0554  1.8563
2015      19    6030.000    42.556095835    23.394735573     1119.4703    2.1116    6  2.0609  1.8606
2015      19    6060.000    42.556095833    23.394735577     1119.4711    2.1128    6  2.0665  1.8650
2015      19    6090.000    42.556095830    23.394735583     1119.4725    2.1134    6  2.0720  1.8695
2015      19    6120.000    42.556095829    23.394735588     1119.4737    2.1137    6  2.0776  1.8739
2015      19    6150.000    42.556095829    23.394735591     1119.4747    2.1130    6  2.0832  1.8783
2015      19    6180.000    42.556095828    23.394735593     1119.4756    2.1127    6  2.0888  1.8828
2015      19    6210.000    42.556095830    23.394735591     1119.4769    2.1118    6  2.0945  1.8873
2015      19    6240.000    42.556095832    23.394735592     1119.4774    2.1116    6  2.1001  1.8918
2015      19    6270.000    42.556095833    23.394735591     1119.4781    2.1113    6  2.1058  1.8963
2015      19    6300.000    42.556095833    23.394735592     1119.4790    2.1111    6  2.1115  1.9008
2015      19    6330.000    42.556095831    23.394735595     1119.4795    2.1109    6  2.1172  1.9053
2015      19    6360.000    42.556095831    23.394735592     1119.4802    2.1108    6  2.1229  1.9098
2015      19    6390.000    42.556095832    23.394735589     1119.4805    2.1108    6  2.1287  1.9144
2015      19    6420.000    42.556095832    23.394735584     1119.4805    2.1111    6  2.1344  1.9189
2015      19    6450.000    42.556095834    23.394735578     1119.4804    2.1116    6  2.1401  1.9235
2015      19    6480.000    42.556095836    23.394735571     1119.4800    2.1119    6  2.1459  1.9280
2015      19    6510.000    42.556095835    23.394735569     1119.4800    2.1122    6  2.1516  1.9326
2015      19    6540.000    42.556095836    23.394735565     1119.4799    2.1131    6  2.1574  1.9371
2015      19    6570.000    42.556095835    23.394735564     1119.4800    2.1131    6  2.1631  1.9417
2015      19    6600.000    42.556095837    23.394735563     1119.4798    2.1139    6  2.1689  1.9462
2015      19    6630.000    42.556095839    23.394735560     1119.4800    2.1135    6  2.1746  1.9508
2015      19    6660.000    42.556095841    23.394735553     1119.4804    2.1129    6  2.1804  1.9553
2015      19    6690.000    42.556095842    23.394735547     1119.4802    2.1124    6  2.1861  1.9598
2015      19    6720.000    42.556095841    23.394735542     1119.4803    2.1115    6  2.1918  1.9643
2015      19    6750.000    42.556095841    23.394735531     1119.4806    2.1112    6  2.1975  1.9688
2015      19    6780.000    42.556095842    23.394735525     1119.4811    2.1109    6  2.2032  1.9733
2015      19    6810.000    42.556095840    23.394735529     1119.4816    2.1111    6  2.2089  1.9778
2015      19    6840.000    42.556095840    23.394735528     1119.4820    2.1107    6  2.2145  1.9823
2015      19    6870.000    42.556095841    23.394735523     1119.4819    2.1106    6  2.2201  1.9867
2015      19    6900.000    42.556095841    23.394735520     1119.4826    2.1094    6  2.2258  1.9911
2015      19    6930.000    42.556095843    23.394735518     1119.4828    2.1086    6  2.2313  1.9955
2015      19    6960.000    42.556095844    23.394735515     1119.4825    2.1084    6  2.2369  1.9999
2015      19    6990.000    42.556095844    23.394735511     1119.4826    2.1086    6  2.2424  2.0042
2015      19    7020.000    42.556095843    23.394735511     1119.4831    2.1092    6  2.2479  2.0085
2015      19    7050.000    42.556095841    23.394735513     1119.4834    2.1095    6  2.2533  2.0128
2015      19    7080.000    42.556095837    23.394735511     1119.4834    2.1098    6  2.2587  2.0170
2015      19    7110.000    42.556095837    23.394735507     1119.4830    2.1107    6  2.2640  2.0212
2015      19    7140.000    42.556095836    23.394735508     1119.4835    2.1108    6  2.2693  2.0254
2015      19    7170.000    42.556095835    23.394735514     1119.4839    2.1107    6  2.2746  2.0295
2015      19    7200.000    42.556095834    23.394735519     1119.4845    2.1106    6  2.2798  2.0336
2015      19    7230.000    42.556095834    23.394735517     1119.4845    2.1111    6  2.2849  2.0376
2015      19    7260.000    42.556095834    23.394735507     1119.4837    2.1124    6  2.2900  2.0416
2015      19    7290.000    42.556095833    23.394735505     1119.4842    2.1117    6  2.2950  2.0455
2015      19    7320.000    42.556095832    23.394735509     1119.4844    2.1119    6  2.2999  2.0494
2015      19    7350.000    42.556095830    23.394735512     1119.4849    2.1111    6  2.3048  2.0532
2015      19    7380.000    42.556095831    23.394735509     1119.4851    2.1104    6  2.3096  2.0569
2015      19    7410.000    42.556095832    23.394735505     1119.4850    2.1105    6  2.3143  2.0606
2015      19    7440.000    42.556095832    23.394735507     1119.4857    2.1100    6  2.3190  2.0642
2015      19    7470.000    42.556095832    23.394735509     1119.4860    2.1100    6  2.3235  2.0678
2015      19    7500.000    42.556095832    23.394735507     1119.4863    2.1093    6  2.3280  2.0712
2015      19    7530.000    42.556095833    23.394735500     1119.4861    2.1092    6  2.3324  2.0746
2015      19    7560.000    42.556095833    23.394735497     1119.4864    2.1092    6  2.3367  2.0780
2015      19    7590.000    42.556095833    23.394735502     1119.4872    2.1086    6  2.3408  2.0812
2015      19    7620.000    42.556095833    23.394735506     1119.4882    2.1074    6  2.3449  2.0844
2015      19    7650.000    42.556095833    23.394735508     1119.4890    2.1067    6  2.3489  2.0875
2015      19    7680.000    42.556095832    23.394735515     1119.4905    2.1057    6  2.3528  2.0905
2015      19    7710.000    42.556095832    23.394735521     1119.4918    2.1050    6  2.3566  2.0934
2015      19    7740.000    42.556095833    23.394735520     1119.4924    2.1044    6  2.3603  2.0962
2015      19    7770.000    42.556095834    23.394735519     1119.4929    2.1046    6  2.3638  2.0989
2015      19    7800.000    42.556095835    23.394735516     1119.4934    2.1048    6  2.3672  2.1015
2015      19    7830.000    42.556095836    23.394735509     1119.4933    2.1046    6  2.3705  2.1040
2015      19    7860.000    42.556095837    23.394735506     1119.4933    2.1042    6  2.3737  2.1064
2015      19    7890.000    42.556095839    23.394735502     1119.4933    2.1042    6  2.3768  2.1088
2015      19    7920.000    42.556095842    23.394735498     1119.4934    2.1042    6  2.3797  2.1110
2015      19    7950.000    42.556095842    23.394735497     1119.4934    2.1055    6  2.3825  2.1131
2015      19    7980.000    42.556095841    23.394735496     1119.4934    2.1064    6  2.3852  2.1151
2015      19    8010.000    42.556095842    23.394735495     1119.4934    2.1069    6  2.3877  2.1169
2015      19    8040.000    42.556095844    23.394735492     1119.4935    2.1064    6  2.3901  2.1187
2015      19    8070.000    42.556095848    23.394735489     1119.4936    2.1052    6  2.3923  2.1204
2015      19    8100.000    42.556095851    23.394735485     1119.4937    2.1042    6  2.3944  2.1219
2015      19    8130.000    42.556095851    23.394735486     1119.4941    2.1033    6  2.3964  2.1233
2015      19    8160.000    42.556095850    23.394735485     1119.4942    2.1042    6  2.3982  2.1246
2015      19    8190.000    42.556095849    23.394735488     1119.4946    2.1041    6  2.3999  2.1258
2015      19    8220.000    42.556095849    23.394735489     1119.4947    2.1032    6  2.4014  2.1268
2015      19    8250.000    42.556095849    23.394735489     1119.4946    2.1035    7  1.8992  1.7297
2015      19    8280.000    42.556095851    23.394735487     1119.4945    2.1038    7  1.8986  1.7290
