% Program : PPPBox
% Positioning Mode : kinematic
% Year   Doy      Second        Lat(deg)        Lon(deg)     Height(m)    ZTD(m)  nSat   GDOP    PDOP
2014     313   18919.000    30.333428023   114.415887064       21.8293    2.5854   10  1.9879  1.7594
2014     313   18920.000    30.333338212   114.415916693       21.7770    2.5855   10  1.9878  1.7593
2014     313   18921.000    30.333248433   114.415946073       21.6866    2.5851   10  1.9877  1.7592
2014     313   18922.000    30.333158647   114.415975431       21.6335    2.5847   10  1.9877  1.7592
2014     313   18923.000    30.333068964   114.416005257       21.5537    2.5842   10  1.9876  1.7591
2014     313   18924.000    30.332979513   114.416035551       21.5151    2.5843   10  1.9875  1.7591
2014     313   18925.000    30.332890332   114.416066258       21.4456    2.5839   10  1.9874  1.7590
2014     313   18926.000    30.332801351   114.416097357       21.4012    2.5837   10  1.9874  1.7589
2014     313   18927.000    30.332712553   114.416128141       21.3299    2.5836   10  1.9873  1.7589
2014     313   18928.000    30.332623702   114.416158519       21.2927    2.5837   10  1.9872  1.7588
2014     313   18929.000    30.332535010   114.416188453       21.2460    2.5833   10  1.9871  1.7588
2014     313   18930.000    30.332446488   114.416218236       21.2195    2.5833   10  1.9870  1.7587
2014     313   18931.000    30.332357988   114.416247720       21.1993    2.5836   10  1.9870  1.7586
2014     313   18932.000    30.332269638   114.416277488       21.1720    2.5840   10  1.9869  1.7586
2014     313   18933.000    30.332181329   114.416307157       21.1517    2.5845   10  1.9868  1.7585
2014     313   18934.000    30.332092734   114.416336966       21.1433    2.5850   10  1.9867  1.7585
2014     313   18935.000    30.332003335   114.416367747       21.1191    2.5855   10  1.9867  1.7584
2014     313   18936.000    30.331912947   114.416398427       21.1348    2.5859   10  1.9866  1.7583
2014     313   18937.000    30.331822383   114.416428624       21.1266    2.5861   10  1.9865  1.7583
2014     313   18938.000    30.331731736   114.416458995       21.1310    2.5869   10  1.9864  1.7582
2014     313   18939.000    30.331641108   114.416488998       21.1384    2.5878   10  1.9863  1.7582
2014     313   18940.000    30.331550528   114.416519013       21.1576    2.5884   10  1.9863  1.7581
2014     313   18941.000    30.331460111   114.416549233       21.1850    2.5893   10  1.9862  1.7580
2014     313   18942.000    30.331369653   114.416579295       21.2014    2.5899   10  1.9861  1.7580
2014     313   18943.000    30.331278722   114.416609188       21.2323    2.5902   10  1.9860  1.7579
2014     313   18944.000    30.331187284   114.416639270       21.2755    2.5906   10  1.9860  1.7579
2014     313   18945.000    30.331096099   114.416670150       21.3094    2.5908   10  1.9859  1.7578
2014     313   18946.000    30.331004935   114.416701372       21.3517    2.5909   10  1.9858  1.7577
2014     313   18947.000    30.330913634   114.416732529       21.4189    2.5912   10  1.9857  1.7577
2014     313   18948.000    30.330822211   114.416763312       21.4613    2.5908   10  1.9856  1.7576
2014     313   18949.000    30.330730559   114.416793934       21.5190    2.5920    9  2.0860  1.8399
2014     313   18950.000    30.330639268   114.416825388       21.5769    2.5927    9  2.0858  1.8398
2014     313   18951.000    30.330547858   114.416856331       21.6689    2.5934    9  2.0856  1.8397
2014     313   18952.000    30.330456411   114.416886569       21.7507    2.5941    9  2.0854  1.8395
2014     313   18953.000    30.330365062   114.416916969       21.8192    2.5947   10  1.9852  1.7573
2014     313   18954.000    30.330273798   114.416947317       21.8556    2.5958   10  1.9852  1.7572
2014     313   18955.000    30.330182485   114.416977668       21.9530    2.5966   10  1.9851  1.7572
2014     313   18956.000    30.330091166   114.417007675       22.0247    2.5969    9  2.6035  2.2587
2014     313   18957.000    30.329999902   114.417037714       22.1090    2.5970    9  2.6033  2.2585
2014     313   18958.000    30.329908975   114.417068607       22.2065    2.5969   10  1.9848  1.7570
2014     313   18959.000    30.329818373   114.417099479       22.2724    2.5973   10  1.9848  1.7569
2014     313   18960.000    30.329727742   114.417130165       22.3532    2.5976   10  1.9847  1.7569
