% Program : PPPBox
% Positioning Mode : static
% Year   Doy      Second         dn(m)         de(m)         du(m)    ZTD(m)  nSat   GDOP    PDOP
2015      19    9750.000   5093002.569   3672002.115   1047507.775     2.343    7   1.844   1.668
2015      19    9780.000   5093002.570   3672002.114   1047507.775     2.343    7   1.839   1.664
2015      19    9810.000   5093002.570   3672002.114   1047507.776     2.342    7   1.835   1.660
2015      19    9840.000   5093002.571   3672002.112   1047507.774     2.342    7   1.830   1.655
2015      19    9870.000   5093002.573   3672002.111   1047507.773     2.343    6   2.739   2.400
2015      19    9900.000   5093002.579   3672002.105   1047507.765     2.343    6   2.739   2.399
2015      19    9930.000   5093002.581   3672002.102   1047507.761     2.343    6   2.738   2.399
2015      19    9960.000   5093002.584   3672002.099   1047507.757     2.344    6   2.738   2.398
2015      19    9990.000   5093002.589   3672002.094   1047507.750     2.344    6   2.737   2.397
2015      19   10020.000   5093002.590   3672002.093   1047507.748     2.344    6   2.736   2.397
2015      19   10050.000   5093002.592   3672002.091   1047507.746     2.344    6   2.735   2.396
2015      19   10080.000   5093002.597   3672002.087   1047507.739     2.344    6   2.734   2.395
2015      19   10110.000   5093002.598   3672002.086   1047507.738     2.344    6   2.733   2.394
2015      19   10140.000   5093002.601   3672002.083   1047507.733     2.345    6   2.732   2.394
2015      19   10170.000   5093002.604   3672002.080   1047507.729     2.345    6   2.731   2.393
2015      19   10200.000   5093002.603   3672002.080   1047507.730     2.344    6   2.730   2.392
2015      19   10230.000   5093002.605   3672002.079   1047507.728     2.344    6   2.728   2.391
2015      19   10260.000   5093002.604   3672002.079   1047507.730     2.344    6   2.727   2.390
2015      19   10290.000   5093002.608   3672002.076   1047507.722     2.345    6   2.726   2.389
2015      19   10320.000   5093002.610   3672002.075   1047507.720     2.345    6   2.724   2.388
2015      19   10350.000   5093002.611   3672002.073   1047507.718     2.345    6   2.723   2.386
2015      19   10380.000   5093002.616   3672002.069   1047507.710     2.345    7   2.122   1.911
2015      19   10410.000   5093002.620   3672002.065   1047507.704     2.345    7   2.122   1.911
2015      19   10440.000   5093002.624   3672002.061   1047507.698     2.346    7   2.123   1.911
2015      19   10470.000   5093002.627   3672002.058   1047507.694     2.345    8   1.592   1.459
2015      19   10500.000   5093002.627   3672002.058   1047507.693     2.346    8   1.592   1.459
2015      19   10530.000   5093002.631   3672002.054   1047507.687     2.346    8   1.592   1.459
2015      19   10560.000   5093002.635   3672002.051   1047507.681     2.346    8   1.592   1.458
2015      19   10590.000   5093002.637   3672002.048   1047507.678     2.346    8   1.592   1.458
2015      19   10620.000   5093002.639   3672002.047   1047507.676     2.346    8   1.591   1.458
2015      19   10650.000   5093002.642   3672002.043   1047507.670     2.346    8   1.591   1.458
2015      19   10680.000   5093002.642   3672002.043   1047507.670     2.346    7   1.887   1.732
2015      19   10710.000   5093002.644   3672002.042   1047507.669     2.346    7   1.892   1.736
2015      19   10740.000   5093002.644   3672002.042   1047507.668     2.346    7   1.897   1.740
2015      19   10770.000   5093002.645   3672002.041   1047507.667     2.346    8   1.610   1.483
2015      19   10800.000   5093002.645   3672002.041   1047507.667     2.346    8   1.613   1.485
2015      19   10830.000   5093002.646   3672002.040   1047507.665     2.346    8   1.616   1.487
2015      19   10860.000   5093002.646   3672002.039   1047507.665     2.347    8   1.619   1.489
2015      19   10890.000   5093002.647   3672002.039   1047507.664     2.347    8   1.621   1.492
2015      19   10920.000   5093002.648   3672002.038   1047507.663     2.347    8   1.624   1.494
2015      19   10950.000   5093002.647   3672002.038   1047507.664     2.347    8   1.627   1.496
2015      19   10980.000   5093002.648   3672002.038   1047507.664     2.347    8   1.630   1.498
2015      19   11010.000   5093002.648   3672002.037   1047507.664     2.347    8   1.632   1.501
2015      19   11040.000   5093002.648   3672002.037   1047507.663     2.347    8   1.635   1.503
2015      19   11070.000   5093002.646   3672002.039   1047507.667     2.347    8   1.638   1.505
2015      19   11100.000   5093002.644   3672002.041   1047507.671     2.347    8   1.641   1.508
2015      19   11130.000   5093002.643   3672002.042   1047507.672     2.348    8   1.644   1.510
2015      19   11160.000   5093002.641   3672002.044   1047507.676     2.347    8   1.646   1.512
2015      19   11190.000   5093002.639   3672002.045   1047507.679     2.347    8   1.649   1.514
2015      19   11220.000   5093002.640   3672002.045   1047507.678     2.347    8   1.652   1.517
2015      19   11250.000   5093002.639   3672002.045   1047507.678     2.347    8   1.655   1.519
2015      19   11280.000   5093002.640   3672002.044   1047507.677     2.347    8   1.658   1.521
2015      19   11310.000   5093002.641   3672002.044   1047507.676     2.347    8   1.660   1.524
2015      19   11340.000   5093002.643   3672002.042   1047507.673     2.347    8   1.663   1.526
2015      19   11370.000   5093002.644   3672002.041   1047507.672     2.348    8   1.666   1.528
2015      19   11400.000   5093002.644   3672002.041   1047507.673     2.348    8   1.669   1.531
2015      19   11430.000   5093002.644   3672002.040   1047507.673     2.347    8   1.672   1.533
2015      19   11460.000   5093002.642   3672002.042   1047507.675     2.347    8   1.675   1.536
2015      19   11490.000   5093002.641   3672002.043   1047507.678     2.347    8   1.678   1.538
2015      19   11520.000   5093002.640   3672002.044   1047507.680     2.347    8   1.680   1.540
2015      19   11550.000   5093002.639   3672002.045   1047507.682     2.347    8   1.683   1.543
2015      19   11580.000   5093002.636   3672002.048   1047507.687     2.346    8   1.686   1.545
2015      19   11610.000   5093002.635   3672002.048   1047507.689     2.346    8   1.689   1.547
2015      19   11640.000   5093002.635   3672002.048   1047507.690     2.347    8   1.692   1.550
2015      19   11670.000   5093002.634   3672002.049   1047507.691     2.347    8   1.695   1.552
2015      19   11700.000   5093002.634   3672002.049   1047507.691     2.347    8   1.698   1.555
2015      19   11730.000   5093002.633   3672002.050   1047507.692     2.347    8   1.701   1.557
2015      19   11760.000   5093002.633   3672002.050   1047507.692     2.347    8   1.703   1.559
2015      19   11790.000   5093002.632   3672002.050   1047507.694     2.347    8   1.706   1.562
2015      19   11820.000   5093002.631   3672002.052   1047507.697     2.347    8   1.709   1.564
2015      19   11850.000   5093002.630   3672002.053   1047507.700     2.347    8   1.712   1.567
2015      19   11880.000   5093002.628   3672002.054   1047507.703     2.347    8   1.715   1.569
2015      19   11910.000   5093002.626   3672002.056   1047507.707     2.347    8   1.718   1.572
2015      19   11940.000   5093002.624   3672002.057   1047507.711     2.347    8   1.721   1.574
2015      19   11970.000   5093002.621   3672002.060   1047507.715     2.347    8   1.724   1.577
2015      19   12000.000   5093002.619   3672002.061   1047507.719     2.347    8   1.727   1.579
2015      19   12030.000   5093002.617   3672002.064   1047507.724     2.346    8   1.730   1.581
2015      19   12060.000   5093002.617   3672002.064   1047507.724     2.346    8   1.733   1.584
2015      19   12090.000   5093002.614   3672002.067   1047507.729     2.346    8   1.736   1.586
2015      19   12120.000   5093002.610   3672002.070   1047507.735     2.346    8   1.738   1.589
2015      19   12150.000   5093002.608   3672002.072   1047507.739     2.346    7   2.141   1.917
2015      19   12180.000   5093002.606   3672002.074   1047507.743     2.346    7   2.147   1.922
2015      19   12210.000   5093002.604   3672002.075   1047507.745     2.346    7   2.153   1.926
2015      19   12240.000   5093002.603   3672002.076   1047507.748     2.346    7   2.159   1.931
2015      19   12270.000   5093002.603   3672002.076   1047507.748     2.346    7   2.166   1.935
2015      19   12300.000   5093002.602   3672002.076   1047507.751     2.346    7   2.172   1.940
2015      19   12330.000   5093002.600   3672002.077   1047507.754     2.347    7   2.178   1.945
2015      19   12360.000   5093002.601   3672002.077   1047507.755     2.347    7   2.184   1.949
2015      19   12390.000   5093002.600   3672002.078   1047507.757     2.347    7   2.190   1.954
2015      19   12420.000   5093002.599   3672002.078   1047507.759     2.347    7   2.197   1.959
2015      19   12450.000   5093002.599   3672002.078   1047507.761     2.347    7   2.203   1.964
2015      19   12480.000   5093002.599   3672002.078   1047507.762     2.347    7   2.209   1.968
2015      19   12510.000   5093002.599   3672002.078   1047507.764     2.347    7   2.216   1.973
2015      19   12540.000   5093002.598   3672002.078   1047507.765     2.347    7   2.222   1.978
2015      19   12570.000   5093002.597   3672002.078   1047507.768     2.347    7   2.229   1.983
2015      19   12600.000   5093002.598   3672002.077   1047507.768     2.348    8   2.113   1.856
2015      19   12630.000   5093002.598   3672002.076   1047507.769     2.348    8   2.119   1.860
2015      19   12660.000   5093002.599   3672002.076   1047507.770     2.348    8   2.124   1.863
2015      19   12690.000   5093002.598   3672002.076   1047507.771     2.348    8   2.129   1.867
2015      19   12720.000   5093002.599   3672002.074   1047507.771     2.348    8   2.133   1.871
2015      19   12750.000   5093002.601   3672002.073   1047507.770     2.348    8   2.138   1.875
2015      19   12780.000   5093002.602   3672002.071   1047507.770     2.347    8   2.143   1.878
2015      19   12810.000   5093002.602   3672002.071   1047507.769     2.347    8   2.147   1.882
2015      19   12840.000   5093002.602   3672002.070   1047507.770     2.347    8   2.152   1.885
2015      19   12870.000   5093002.602   3672002.070   1047507.772     2.348    8   2.156   1.888
2015      19   12900.000   5093002.603   3672002.068   1047507.772     2.348    8   2.161   1.891
2015      19   12930.000   5093002.604   3672002.068   1047507.773     2.348    8   2.165   1.895
2015      19   12960.000   5093002.604   3672002.067   1047507.775     2.348    8   2.169   1.898
2015      19   12990.000   5093002.604   3672002.067   1047507.776     2.348    8   2.173   1.901
2015      19   13020.000   5093002.604   3672002.066   1047507.778     2.348    8   2.176   1.903
2015      19   13050.000   5093002.604   3672002.066   1047507.779     2.348    8   2.180   1.906
2015      19   13080.000   5093002.605   3672002.064   1047507.779     2.348    8   2.184   1.909
2015      19   13110.000   5093002.607   3672002.062   1047507.778     2.347    8   2.187   1.911
2015      19   13140.000   5093002.606   3672002.063   1047507.779     2.347    8   2.190   1.914
2015      19   13170.000   5093002.606   3672002.062   1047507.780     2.347    8   2.193   1.916
2015      19   13200.000   5093002.606   3672002.062   1047507.782     2.347    8   2.196   1.918
2015      19   13230.000   5093002.606   3672002.062   1047507.784     2.347    8   2.199   1.920
2015      19   13260.000   5093002.604   3672002.063   1047507.788     2.347    8   2.202   1.922
2015      19   13290.000   5093002.604   3672002.063   1047507.790     2.348    8   2.204   1.924
2015      19   13320.000   5093002.605   3672002.062   1047507.790     2.347    8   2.206   1.925
2015      19   13350.000   5093002.605   3672002.061   1047507.790     2.347    8   2.209   1.927
2015      19   13380.000   5093002.606   3672002.060   1047507.790     2.347    8   2.211   1.928
2015      19   13410.000   5093002.608   3672002.057   1047507.788     2.348    8   2.212   1.930
2015      19   13440.000   5093002.608   3672002.057   1047507.791     2.348    8   2.214   1.931
2015      19   13470.000   5093002.605   3672002.059   1047507.797     2.348    8   2.216   1.932
2015      19   13500.000   5093002.605   3672002.059   1047507.799     2.348    8   2.217   1.933
2015      19   13530.000   5093002.606   3672002.058   1047507.799     2.348    8   2.218   1.934
2015      19   13560.000   5093002.605   3672002.058   1047507.802     2.348    8   2.219   1.934
2015      19   13590.000   5093002.604   3672002.058   1047507.806     2.348    8   2.220   1.935
2015      19   13620.000   5093002.602   3672002.059   1047507.811     2.348    8   2.221   1.935
2015      19   13650.000   5093002.601   3672002.060   1047507.814     2.348    8   2.221   1.935
2015      19   13680.000   5093002.603   3672002.058   1047507.814     2.347    8   2.222   1.936
2015      19   13710.000   5093002.602   3672002.057   1047507.816     2.347    8   2.222   1.936
2015      19   13740.000   5093002.601   3672002.058   1047507.821     2.347    8   2.222   1.935
2015      19   13770.000   5093002.598   3672002.060   1047507.826     2.348    8   2.222   1.935
2015      19   13800.000   5093002.599   3672002.059   1047507.827     2.348    8   2.222   1.935
2015      19   13830.000   5093002.600   3672002.058   1047507.826     2.348    8   2.221   1.934
2015      19   13860.000   5093002.599   3672002.058   1047507.830     2.348    8   2.221   1.933
2015      19   13890.000   5093002.600   3672002.057   1047507.830     2.348    8   2.220   1.933
2015      19   13920.000   5093002.598   3672002.058   1047507.837     2.348    8   2.219   1.932
2015      19   13950.000   5093002.596   3672002.059   1047507.841     2.348    8   2.218   1.931
2015      19   13980.000   5093002.596   3672002.059   1047507.843     2.347    8   2.216   1.930
2015      19   14010.000   5093002.593   3672002.061   1047507.849     2.347    8   2.215   1.928
2015      19   14040.000   5093002.594   3672002.060   1047507.850     2.347    8   2.213   1.927
2015      19   14070.000   5093002.593   3672002.060   1047507.854     2.347    8   2.212   1.925
2015      19   14100.000   5093002.593   3672002.059   1047507.854     2.347    8   2.210   1.924
2015      19   14130.000   5093002.591   3672002.061   1047507.860     2.347    8   2.208   1.922
2015      19   14160.000   5093002.587   3672002.064   1047507.869     2.347    8   2.205   1.920
2015      19   14190.000   5093002.586   3672002.064   1047507.871     2.347    8   2.203   1.918
2015      19   14220.000   5093002.583   3672002.066   1047507.878     2.347    8   2.201   1.916
2015      19   14250.000   5093002.582   3672002.067   1047507.882     2.347    8   2.198   1.913
2015      19   14280.000   5093002.582   3672002.066   1047507.883     2.348    8   2.195   1.911
2015      19   14310.000   5093002.580   3672002.067   1047507.888     2.347    8   2.192   1.909
2015      19   14340.000   5093002.577   3672002.070   1047507.894     2.347    8   2.189   1.906
2015      19   14370.000   5093002.575   3672002.071   1047507.900     2.347    7   2.732   2.358
2015      19   14400.000   5093002.575   3672002.071   1047507.902     2.347    7   2.742   2.366
2015      19   14430.000   5093002.573   3672002.072   1047507.906     2.347    7   2.753   2.374
2015      19   14460.000   5093002.571   3672002.073   1047507.911     2.347    7   2.763   2.382
2015      19   14490.000   5093002.571   3672002.074   1047507.914     2.347    7   2.774   2.390
2015      19   14520.000   5093002.569   3672002.074   1047507.918     2.348    7   2.784   2.398
2015      19   14550.000   5093002.567   3672002.076   1047507.923     2.348    7   2.795   2.406
2015      19   14580.000   5093002.565   3672002.077   1047507.929     2.348    7   2.805   2.414
2015      19   14610.000   5093002.563   3672002.078   1047507.934     2.349    7   2.815   2.421
2015      19   14640.000   5093002.562   3672002.079   1047507.938     2.349    7   2.826   2.429
2015      19   14670.000   5093002.559   3672002.081   1047507.945     2.349    7   2.836   2.437
2015      19   14700.000   5093002.558   3672002.081   1047507.949     2.349    7   2.846   2.445
2015      19   14730.000   5093002.556   3672002.082   1047507.953     2.349    7   2.856   2.453
2015      19   14760.000   5093002.555   3672002.083   1047507.957     2.349    7   2.866   2.460
2015      19   14790.000   5093002.554   3672002.084   1047507.962     2.349    7   2.876   2.468
2015      19   14820.000   5093002.553   3672002.084   1047507.965     2.349    8   2.473   2.162
2015      19   14850.000   5093002.551   3672002.084   1047507.970     2.349    9   2.237   1.974
2015      19   14880.000   5093002.550   3672002.085   1047507.973     2.349    9   2.246   1.981
2015      19   14910.000   5093002.548   3672002.086   1047507.978     2.349    9   2.256   1.989
2015      19   14940.000   5093002.548   3672002.086   1047507.981     2.349    9   2.266   1.997
2015      19   14970.000   5093002.547   3672002.086   1047507.983     2.350    9   2.275   2.004
2015      19   15000.000   5093002.547   3672002.086   1047507.986     2.349    9   2.284   2.012
2015      19   15030.000   5093002.547   3672002.086   1047507.988     2.350    9   2.294   2.019
2015      19   15060.000   5093002.545   3672002.087   1047507.993     2.350    9   2.303   2.026
2015      19   15090.000   5093002.544   3672002.086   1047507.996     2.350    9   2.312   2.034
2015      19   15120.000   5093002.543   3672002.087   1047508.001     2.350    9   2.321   2.041
2015      19   15150.000   5093002.542   3672002.087   1047508.004     2.350   10   1.614   1.449
2015      19   15180.000   5093002.541   3672002.088   1047508.008     2.350   10   1.619   1.454
2015      19   15210.000   5093002.538   3672002.090   1047508.014     2.350   10   1.625   1.459
2015      19   15240.000   5093002.536   3672002.091   1047508.020     2.351   10   1.631   1.464
2015      19   15270.000   5093002.535   3672002.092   1047508.024     2.351   10   1.638   1.468
2015      19   15300.000   5093002.534   3672002.093   1047508.027     2.351   10   1.644   1.473
2015      19   15330.000   5093002.533   3672002.093   1047508.030     2.351   10   1.650   1.478
2015      19   15360.000   5093002.532   3672002.093   1047508.032     2.351   10   1.656   1.483
2015      19   15390.000   5093002.531   3672002.094   1047508.036     2.351   10   1.662   1.488
2015      19   15420.000   5093002.528   3672002.096   1047508.042     2.351   10   1.668   1.493
2015      19   15450.000   5093002.526   3672002.097   1047508.047     2.351   10   1.674   1.499
2015      19   15480.000   5093002.525   3672002.098   1047508.051     2.351   10   1.680   1.504
2015      19   15510.000   5093002.524   3672002.098   1047508.054     2.351   10   1.687   1.509
2015      19   15540.000   5093002.522   3672002.099   1047508.058     2.351   10   1.693   1.514
2015      19   15570.000   5093002.520   3672002.101   1047508.063     2.351   10   1.699   1.519
2015      19   15600.000   5093002.518   3672002.102   1047508.067     2.351   10   1.705   1.524
2015      19   15630.000   5093002.517   3672002.103   1047508.071     2.351   10   1.711   1.529
2015      19   15660.000   5093002.515   3672002.105   1047508.075     2.351   10   1.718   1.534
2015      19   15690.000   5093002.513   3672002.106   1047508.080     2.351   10   1.724   1.539
2015      19   15720.000   5093002.511   3672002.108   1047508.085     2.351   10   1.730   1.544
2015      19   15750.000   5093002.509   3672002.109   1047508.089     2.351   10   1.736   1.550
2015      19   15780.000   5093002.507   3672002.110   1047508.093     2.351   10   1.742   1.555
2015      19   15810.000   5093002.505   3672002.112   1047508.098     2.351   10   1.749   1.560
2015      19   15840.000   5093002.502   3672002.114   1047508.105     2.351   10   1.755   1.565
2015      19   15870.000   5093002.499   3672002.117   1047508.111     2.350   10   1.761   1.570
2015      19   15900.000   5093002.498   3672002.117   1047508.114     2.351   10   1.767   1.575
2015      19   15930.000   5093002.496   3672002.118   1047508.118     2.351   10   1.773   1.580
2015      19   15960.000   5093002.495   3672002.119   1047508.121     2.351   10   1.779   1.585
2015      19   15990.000   5093002.492   3672002.122   1047508.128     2.351   10   1.785   1.590
2015      19   16020.000   5093002.490   3672002.123   1047508.132     2.351   10   1.791   1.595
2015      19   16050.000   5093002.487   3672002.125   1047508.138     2.351   10   1.797   1.600
2015      19   16080.000   5093002.486   3672002.126   1047508.141     2.351   10   1.803   1.605
2015      19   16110.000   5093002.485   3672002.126   1047508.145     2.351   10   1.809   1.610
2015      19   16140.000   5093002.483   3672002.128   1047508.150     2.351   10   1.815   1.615
2015      19   16170.000   5093002.482   3672002.128   1047508.153     2.351   10   1.821   1.620
2015      19   16200.000   5093002.482   3672002.128   1047508.153     2.351   10   1.827   1.625
2015      19   16230.000   5093002.480   3672002.129   1047508.159     2.351   10   1.832   1.629
2015      19   16260.000   5093002.477   3672002.132   1047508.165     2.351   10   1.838   1.634
2015      19   16290.000   5093002.474   3672002.134   1047508.171     2.351   10   1.844   1.639
2015      19   16320.000   5093002.471   3672002.137   1047508.178     2.351   10   1.849   1.643
2015      19   16350.000   5093002.467   3672002.140   1047508.186     2.351   10   1.855   1.648
2015      19   16380.000   5093002.463   3672002.142   1047508.193     2.351   10   1.860   1.652
2015      19   16410.000   5093002.462   3672002.143   1047508.197     2.351   10   1.865   1.657
2015      19   16440.000   5093002.458   3672002.147   1047508.206     2.351   10   1.870   1.661
2015      19   16470.000   5093002.454   3672002.150   1047508.213     2.351   10   1.875   1.665
2015      19   16500.000   5093002.453   3672002.150   1047508.215     2.351   10   1.880   1.670
2015      19   16530.000   5093002.450   3672002.153   1047508.222     2.351   10   1.885   1.674
2015      19   16560.000   5093002.448   3672002.155   1047508.226     2.351   10   1.890   1.678
2015      19   16590.000   5093002.446   3672002.156   1047508.231     2.351   10   1.895   1.682
2015      19   16620.000   5093002.444   3672002.158   1047508.235     2.351   10   1.899   1.686
2015      19   16650.000   5093002.441   3672002.160   1047508.241     2.351   10   1.904   1.689
2015      19   16680.000   5093002.439   3672002.162   1047508.246     2.351   10   1.908   1.693
2015      19   16710.000   5093002.437   3672002.163   1047508.250     2.351   10   1.912   1.696
2015      19   16740.000   5093002.434   3672002.165   1047508.256     2.351   10   1.916   1.700
2015      19   16770.000   5093002.433   3672002.166   1047508.260     2.351   10   1.920   1.703
2015      19   16800.000   5093002.435   3672002.164   1047508.257     2.351   10   1.924   1.707
2015      19   16830.000   5093002.434   3672002.165   1047508.260     2.351   10   1.928   1.710
2015      19   16860.000   5093002.432   3672002.166   1047508.264     2.351   10   1.931   1.713
2015      19   16890.000   5093002.429   3672002.168   1047508.269     2.350   10   1.935   1.716
2015      19   16920.000   5093002.426   3672002.171   1047508.276     2.351   10   1.938   1.718
2015      19   16950.000   5093002.425   3672002.171   1047508.278     2.351   10   1.941   1.721
2015      19   16980.000   5093002.422   3672002.174   1047508.284     2.350   10   1.944   1.723
2015      19   17010.000   5093002.420   3672002.175   1047508.288     2.351   10   1.947   1.726
2015      19   17040.000   5093002.417   3672002.177   1047508.294     2.350   10   1.949   1.728
2015      19   17070.000   5093002.414   3672002.180   1047508.300     2.350   10   1.952   1.730
2015      19   17100.000   5093002.412   3672002.182   1047508.305     2.350   10   1.954   1.732
2015      19   17130.000   5093002.410   3672002.183   1047508.310     2.350   10   1.956   1.734
2015      19   17160.000   5093002.408   3672002.185   1047508.314     2.350   10   1.958   1.736
2015      19   17190.000   5093002.406   3672002.186   1047508.319     2.350   10   1.959   1.737
2015      19   17220.000   5093002.403   3672002.189   1047508.326     2.350   10   1.961   1.739
2015      19   17250.000   5093002.399   3672002.191   1047508.333     2.350   10   1.962   1.740
2015      19   17280.000   5093002.396   3672002.194   1047508.341     2.350   10   1.964   1.741
2015      19   17310.000   5093002.392   3672002.198   1047508.349     2.349   10   1.964   1.742
2015      19   17340.000   5093002.388   3672002.201   1047508.356     2.349   10   1.965   1.743
2015      19   17370.000   5093002.387   3672002.201   1047508.359     2.349   10   1.966   1.743
2015      19   17400.000   5093002.386   3672002.202   1047508.362     2.349   10   1.966   1.744
2015      19   17430.000   5093002.384   3672002.203   1047508.365     2.348   10   1.967   1.744
2015      19   17460.000   5093002.382   3672002.205   1047508.371     2.348   10   1.967   1.744
2015      19   17490.000   5093002.378   3672002.208   1047508.377     2.348   10   1.966   1.744
2015      19   17520.000   5093002.376   3672002.209   1047508.381     2.348   10   1.966   1.744
2015      19   17550.000   5093002.373   3672002.213   1047508.389     2.348   10   1.966   1.744
2015      19   17580.000   5093002.371   3672002.214   1047508.392     2.348   10   1.965   1.743
2015      19   17610.000   5093002.370   3672002.214   1047508.394     2.349   10   1.964   1.743
2015      19   17640.000   5093002.369   3672002.215   1047508.398     2.349   10   1.963   1.742
2015      19   17670.000   5093002.368   3672002.216   1047508.400     2.349   10   1.962   1.741
2015      19   17700.000   5093002.368   3672002.216   1047508.401     2.348    9   2.031   1.793
2015      19   17730.000   5093002.365   3672002.218   1047508.408     2.348    9   2.030   1.793
2015      19   17760.000   5093002.364   3672002.219   1047508.410     2.348    9   2.030   1.793
2015      19   17790.000   5093002.363   3672002.219   1047508.412     2.348    9   2.029   1.792
2015      19   17820.000   5093002.362   3672002.220   1047508.415     2.348    9   2.028   1.791
2015      19   17850.000   5093002.361   3672002.220   1047508.417     2.348    9   2.027   1.790
2015      19   17880.000   5093002.358   3672002.222   1047508.423     2.348    9   2.026   1.789
2015      19   17910.000   5093002.357   3672002.223   1047508.427     2.348    9   2.024   1.788
2015      19   17940.000   5093002.357   3672002.223   1047508.428     2.348    9   2.022   1.786
2015      19   17970.000   5093002.354   3672002.225   1047508.433     2.347    9   2.021   1.785
2015      19   18000.000   5093002.355   3672002.225   1047508.433     2.347    9   2.019   1.783
2015      19   18030.000   5093002.353   3672002.226   1047508.437     2.347    9   2.017   1.782
2015      19   18060.000   5093002.351   3672002.228   1047508.441     2.347    9   2.014   1.780
2015      19   18090.000   5093002.350   3672002.228   1047508.443     2.347    9   2.012   1.778
2015      19   18120.000   5093002.348   3672002.230   1047508.448     2.347    9   2.009   1.776
2015      19   18150.000   5093002.348   3672002.230   1047508.448     2.347    9   2.006   1.773
2015      19   18180.000   5093002.345   3672002.232   1047508.454     2.347    9   2.004   1.771
2015      19   18210.000   5093002.344   3672002.233   1047508.456     2.347    9   2.001   1.768
2015      19   18240.000   5093002.343   3672002.233   1047508.458     2.347    9   1.997   1.766
2015      19   18270.000   5093002.343   3672002.234   1047508.460     2.347    9   1.994   1.763
2015      19   18300.000   5093002.342   3672002.234   1047508.461     2.347    9   1.991   1.760
2015      19   18330.000   5093002.342   3672002.235   1047508.463     2.347    9   1.987   1.757
2015      19   18360.000   5093002.340   3672002.236   1047508.467     2.346    9   1.983   1.754
2015      19   18390.000   5093002.339   3672002.236   1047508.468     2.346    9   1.980   1.751
2015      19   18420.000   5093002.338   3672002.237   1047508.470     2.346    9   1.976   1.748
2015      19   18450.000   5093002.338   3672002.237   1047508.471     2.346    9   1.972   1.745
2015      19   18480.000   5093002.339   3672002.236   1047508.471     2.346    9   1.967   1.741
2015      19   18510.000   5093002.339   3672002.235   1047508.471     2.346    9   1.963   1.738
2015      19   18540.000   5093002.340   3672002.235   1047508.471     2.346    9   1.959   1.734
2015      19   18570.000   5093002.340   3672002.234   1047508.473     2.346    9   1.954   1.730
2015      19   18600.000   5093002.340   3672002.234   1047508.473     2.346    9   1.950   1.727
2015      19   18630.000   5093002.340   3672002.234   1047508.475     2.346    9   1.945   1.723
2015      19   18660.000   5093002.340   3672002.233   1047508.475     2.346    9   1.940   1.719
2015      19   18690.000   5093002.340   3672002.233   1047508.475     2.346    9   1.935   1.715
2015      19   18720.000   5093002.339   3672002.234   1047508.478     2.346    9   1.930   1.711
2015      19   18750.000   5093002.339   3672002.234   1047508.479     2.346    9   1.925   1.707
2015      19   18780.000   5093002.339   3672002.233   1047508.479     2.346    9   1.920   1.703
2015      19   18810.000   5093002.339   3672002.233   1047508.479     2.346    9   1.915   1.699
2015      19   18840.000   5093002.339   3672002.233   1047508.479     2.346    9   1.910   1.694
2015      19   18870.000   5093002.340   3672002.232   1047508.479     2.346    9   1.905   1.690
2015      19   18900.000   5093002.342   3672002.230   1047508.476     2.346    9   1.899   1.686
2015      19   18930.000   5093002.342   3672002.230   1047508.477     2.346    9   1.894   1.681
2015      19   18960.000   5093002.343   3672002.229   1047508.475     2.346    9   1.888   1.677
2015      19   18990.000   5093002.342   3672002.230   1047508.477     2.347    9   1.883   1.672
2015      19   19020.000   5093002.342   3672002.230   1047508.477     2.347    9   1.877   1.668
2015      19   19050.000   5093002.342   3672002.229   1047508.478     2.347    9   1.872   1.663
2015      19   19080.000   5093002.341   3672002.230   1047508.479     2.347    9   1.866   1.658
2015      19   19110.000   5093002.340   3672002.231   1047508.482     2.347    9   1.860   1.654
2015      19   19140.000   5093002.340   3672002.231   1047508.483     2.347    9   1.855   1.649
2015      19   19170.000   5093002.340   3672002.230   1047508.483     2.346    9   1.849   1.644
2015      19   19200.000   5093002.341   3672002.230   1047508.483     2.346    9   1.843   1.640
2015      19   19230.000   5093002.341   3672002.229   1047508.483     2.346    9   1.837   1.635
2015      19   19260.000   5093002.341   3672002.229   1047508.484     2.346    9   1.831   1.630
2015      19   19290.000   5093002.340   3672002.230   1047508.486     2.346    9   1.825   1.625
2015      19   19320.000   5093002.341   3672002.229   1047508.485     2.346   10   1.608   1.457
2015      19   19350.000   5093002.342   3672002.228   1047508.485     2.346   10   1.607   1.456
2015      19   19380.000   5093002.342   3672002.228   1047508.485     2.345   10   1.605   1.454
2015      19   19410.000   5093002.342   3672002.228   1047508.486     2.345   10   1.603   1.453
2015      19   19440.000   5093002.342   3672002.227   1047508.485     2.345   10   1.601   1.451
2015      19   19470.000   5093002.342   3672002.227   1047508.486     2.345   11   1.373   1.255
2015      19   19500.000   5093002.343   3672002.226   1047508.485     2.345   11   1.373   1.255
2015      19   19530.000   5093002.343   3672002.226   1047508.486     2.345   11   1.373   1.255
2015      19   19560.000   5093002.344   3672002.225   1047508.485     2.345   11   1.373   1.255
2015      19   19590.000   5093002.344   3672002.225   1047508.484     2.345   11   1.373   1.255
2015      19   19620.000   5093002.345   3672002.224   1047508.482     2.345   11   1.373   1.255
2015      19   19650.000   5093002.347   3672002.222   1047508.480     2.345   11   1.373   1.255
